order_date,order_id,customer_name,segment,country,city,location,product_id,category,product_name,sales,quantity,company_name,expiry_date
2020-02-01,RT-495563,Alex Allen,Corporate,United Kingdom,Warrington,Site,OFF-PA-10002787,Award,Microsoft Office Award,24000.0,16,Hollywood Video,2022-02-01
2021-02-01,CP-460120,Shukri Dagher,Consumer,Kuwait,Kuwait City,Site,OFF-BI-10001078,Diploma,Social Media Diploma,1899.99,1,Unknown,2023-02-01
2021-02-01,XU-369719,Lamya' Sabbagh,Consumer,Pakistan,Lahore,Site,ENB-CX-82519030,Courses,Graphic Design,1750.0,1,Unknown,2023-02-01
2021-02-01,NV-050237,Sara Iggi,Home Office,Kenya,Nairobi,Site,OFF-PA-10001639,Courses,Graphic Design,52500.0,30,Unknown,2023-02-01
2021-02-01,CH-783616,Juhanah Guirguis,Consumer,Pakistan,Lahore,Site,VXH-DI-13613601,Courses,ECDL,625.0,1,Unknown,2023-02-01
2021-02-01,CM-832869,Nabhan Daher,Consumer,Kuwait,Kuwait City,Site,OFF-PA-10004041,Award,Microsoft Office Award,1500.0,1,Unknown,2023-02-01
2021-02-01,UJ-740717,Massawa Isaias,Home Office,Kenya,Nairobi,Site,TEC-AC-10003709,Diploma,IT Support Diploma,2200.0,1,Unknown,2023-02-01
2021-02-01,VS-762374,Makkiyah Shadid,Corporate,Pakistan,Lahore,Site,OFF-BI-10004022,Award,Microsoft Office Award,25500.0,17,Creative Wealth,2023-02-01
2021-02-01,XM-500711,Efrem Aziz,Consumer,Kenya,Nairobi,Site,OFF-BI-10001597,Award,Microsoft Office Award,1500.0,1,Unknown,2023-02-01
2021-02-01,DC-919797,Umaymah Abboud,Home Office,Pakistan,Lahore,Site,OFF-AR-10001446,Courses,Graphic Design,49000.0,28,Unknown,2023-02-01
2021-02-01,VJ-632635,Ayser Gerges,Consumer,Pakistan,Lahore,Site,OFF-AR-10003183,Diploma,Graphic Design Diploma,1800.0,1,Unknown,2023-02-01
2021-02-01,KO-206892,'Ubaab Dagher,Home Office,Pakistan,Lahore,Site,OFF-AR-10003582,Award,Microsoft Office Award,13500.0,9,Unknown,2023-02-01
2021-02-01,ZJ-352476,Firdaws Maalouf,Home Office,Pakistan,Lahore,Site,TEC-PH-10004774,Diploma,Freelancer Diploma,40000.0,16,Unknown,2023-02-01
2021-02-01,DG-029430,Hadeel Shadid,Corporate,Pakistan,Lahore,Site,OFF-SU-10001225,Award,Social Media Award,16800.0,14,Coon Chicken Inn,2023-02-01
2021-02-01,GS-583761,Amir Shammas,Corporate,Pakistan,Lahore,Site,GQB-VZ-17777376,Courses,Graphic Design,38500.0,22,id Boutiques,2023-02-01
2021-02-01,TM-411618,Harry Turnbull,Corporate,United Kingdom,Liverpool,Hub,OFF-ST-10002790,Diploma,Microsoft Office Diploma,35000.0,14,Muscle Factory,2023-02-01
2021-02-01,OZ-915015,Asma' Mifsud,Corporate,Pakistan,Lahore,Site,OFF-PA-10001815,Diploma,Graphic Design Diploma,27000.0,15,Gold Touch,2023-02-01
2022-02-01,ZS-574621,Qutaiba Antoun,Home Office,Kuwait,Kuwait City,Site,OFF-PA-10001497,Courses,Executive Assistant Diploma,79980.0,20,Unknown,2024-02-01
2022-02-01,QJ-597808,Mewael Habte,Home Office,Kenya,Nairobi,Site,OFF-BI-10004970,Courses,Graphic Design,19250.0,11,Unknown,2024-02-01
2022-02-01,YO-245874,Taj Shamon,Corporate,Pakistan,Lahore,Site,OFF-SU-10001218,Award,Microsoft Office Award,21000.0,14,FlowerTime,2024-02-01
2022-02-01,IF-418520,Waseem Abadi,Home Office,Pakistan,Lahore,Site,OFF-AR-10001761,Diploma,Graphic Design Diploma,18000.0,10,Unknown,2024-02-01
2022-02-01,SI-701093,Zahra Isaias,Corporate,Kenya,Nairobi,Site,TEC-PH-10001552,Diploma,Microsoft Office Diploma,12500.0,5,Profitpros,2024-02-01
2022-02-01,XT-211782,'Amro Sabbag,Consumer,Pakistan,Lahore,Site,PPR-TC-86732936,Courses,Graphic Design,1750.0,1,Unknown,2024-02-01
2022-02-01,DH-766454,Anbar Safar,Corporate,Pakistan,Lahore,Site,FUR-TA-10001676,Courses,CompTIA,13777.0,23,DGS HomeSource,2024-02-01
2022-02-01,VS-640714,Huriyyah Abrha,Corporate,Kenya,Nairobi,Site,SUZ-EH-97211545,Diploma,Executive PA Diploma,40500.0,9,Pacific Stereo,2024-02-01
2022-02-01,NW-319631,Bailey Ryan,Corporate,United Kingdom,Warrington,Site,OFF-AR-10003183,Award,Microsoft Office Award,22500.0,15,National Auto Parts,2024-02-01
2022-02-01,HY-785500,Mus'ad Koury,Corporate,Pakistan,Lahore,Site,GYU-CW-97100908,Diploma,IT Support Diploma,4400.0,2,Benesome,2024-02-01
2022-02-01,OK-917242,Almaz Habte,Home Office,Kenya,Nairobi,Site,TEC-PH-10004586,Diploma,Freelancer Diploma,7500.0,3,Unknown,2024-02-01
2022-02-01,SM-590989,Sumrah Gaber,Consumer,Pakistan,Lahore,Site,OFF-ST-10003572,Award,Microsoft Office Award,1500.0,1,Unknown,2024-02-01
2022-02-01,SI-639691,Tarif Deeb,Corporate,Pakistan,Lahore,Site,FUI-HA-99699863,Courses,Graphic Design,45500.0,26,Wheels Discount Auto,2024-02-01
2022-02-01,GR-176443,Jordan Johnston,Consumer,United Kingdom,Liverpool,Hub,OFF-ST-10001097,Courses,Graphic Design,1750.0,1,Unknown,2024-02-01
2020-03-01,BI-313336,Hibah Mansour,Home Office,Pakistan,Lahore,Site,OFF-PA-10003228,Diploma,Microsoft Office Diploma,60000.0,24,Unknown,2022-03-01
2020-03-01,EJ-449958,Sadad Bata,Consumer,Pakistan,Lahore,Site,OFF-FA-10002815,Courses,Graphic Design,1750.0,1,Unknown,2022-03-01
2020-03-01,CT-217469,Al Bara' Daher,Corporate,Pakistan,Lahore,Site,WGV-ZE-38061601,Diploma,IT Support Diploma,13200.0,6,Beasts of Beauty,2022-03-01
2020-03-01,RM-280274,Wegahta Tesfalem,Home Office,Kenya,Nairobi,Site,FUR-TA-10004534,Courses,Python,10500.0,30,Unknown,2022-03-01
2020-03-01,TT-305883,Afrah Touma,Consumer,Pakistan,Lahore,Site,OFF-ST-10002485,Award,Microsoft Office Award,1500.0,1,Unknown,2022-03-01
2020-03-01,UT-531631,Thomas Blackburn,Corporate,United Kingdom,Warrington,Site,OFF-AP-10001626,Award,Microsoft Office Award,16500.0,11,Integra Wealth,2022-03-01
2020-03-01,JX-443439,Jad Allah Mifsud,Home Office,Pakistan,Lahore,Site,XOS-CO-38858926,Diploma,IT Support Diploma,2200.0,1,Unknown,2022-03-01
2020-03-01,ST-818755,'Afra' Qureshi,Corporate,Kuwait,Kuwait City,Site,FUR-FU-10002963,Courses,Social Media,10400.0,26,Yardbirds Home Center,2022-03-01
2020-03-01,FR-596231,Anwaar Fakhoury,Consumer,Pakistan,Lahore,Site,LID-IG-33923981,Diploma,Executive PA Diploma,4500.0,1,Unknown,2022-03-01
2020-03-01,VS-765015,Mu'awiyah Asker,Corporate,Pakistan,Lahore,Site,OFF-ST-10004634,Courses,Graphic Design,31500.0,18,Mr. Steak,2022-03-01
2020-03-01,BD-283223,Jun Daher,Home Office,Pakistan,Lahore,Site,OFF-ST-10004950,Award,Social Media Award,18000.0,15,Unknown,2022-03-01
2020-03-01,CW-192874,Hollie Atkins,Home Office,United Kingdom,Warrington,Site,TEC-AC-10004510,Diploma,HR Diploma,38400.0,24,Unknown,2022-03-01
2020-03-01,HY-179438,Hamzah Mikhail,Consumer,Pakistan,Lahore,Site,PAT-DB-19862530,Courses,Graphic Design,1750.0,1,Unknown,2022-03-01
2020-03-01,JL-798760,Essam Haddad,Consumer,Pakistan,Lahore,Site,OFF-PA-10004675,Courses,Graphic Design,1750.0,1,Unknown,2022-03-01
2020-03-01,UM-024038,Fahimah Nazari,Corporate,Pakistan,Lahore,Site,OFF-AR-10003373,Diploma,Graphic Design Diploma,14400.0,8,Steve's Ice Cream,2022-03-01
2020-03-01,WF-606177,Tyler Fry,Consumer,United Kingdom,Warrington,Site,OFF-PA-10001033,Award,Microsoft Office Award,1500.0,1,Unknown,2022-03-01
2020-03-01,GE-068608,Abir Kanaan,Corporate,Pakistan,Lahore,Site,QRU-TX-06144894,Award,HR Award,41972.0,28,Grey Fade,2022-03-01
2020-03-01,AT-987884,Wafeeqa Touma,Consumer,Pakistan,Lahore,Site,JJM-SP-16490933,Award,HR Award,1499.0,1,Unknown,2022-03-01
2021-03-01,MA-798210,Abdul-Muhsi Kalb,Home Office,Pakistan,Lahore,Site,WQD-OM-65006042,Courses,ECDL,1250.0,2,Unknown,2023-03-01
2021-03-01,MY-404469,Ermias Yonas,Corporate,Kenya,Nairobi,Site,OFF-ST-10001511,Courses,Graphic Design,33250.0,19,Adaptaz,2023-03-01
2021-03-01,GV-788384,In'am Antar,Consumer,Pakistan,Lahore,Site,FUR-FU-10001487,Courses,Microsoft Excel,399.0,1,Unknown,2023-03-01
2021-03-01,TA-069290,Sabeeh Abadi,Home Office,Pakistan,Lahore,Site,FUR-FU-10002813,Courses,Microsoft Powerpoint,3887.0,13,Unknown,2023-03-01
2021-03-01,XW-821781,Louie Fleming,Home Office,United Kingdom,Warrington,Site,OFF-SU-10002522,Award,Microsoft Office Award,15000.0,10,Unknown,2023-03-01
2021-03-01,PV-349628,Cerys Jennings,Consumer,United Kingdom,Warrington,Site,OFF-PA-10003134,Award,Microsoft Office Award,1500.0,1,Unknown,2023-03-01
2021-03-01,JO-458118,Medhanie Ambessa,Home Office,Kenya,Nairobi,Site,YNO-SS-21254676,Courses,Graphic Design,26250.0,15,Unknown,2023-03-01
2021-03-01,ZE-128701,Zuhair Samaha,Consumer,Kuwait,Kuwait City,Site,TEC-PH-10000895,Diploma,Social Media Diploma,1899.99,1,Unknown,2023-03-01
2021-03-01,CC-747641,Abdul-Mu'id Shamoun,Consumer,Pakistan,Lahore,Site,TEC-PH-10000011,Diploma,Social Media Diploma,1899.99,1,Unknown,2023-03-01
2021-03-01,AS-384622,Mukarram Bitar,Home Office,Pakistan,Lahore,Site,OFF-PA-10000533,Courses,Graphic Design,49000.0,28,Unknown,2023-03-01
2021-03-01,EY-846323,Fakhiri Bitar,Consumer,Pakistan,Lahore,Site,OFF-FA-10001332,Diploma,Microsoft Office Diploma,2500.0,1,Unknown,2023-03-01
2021-03-01,TA-764965,Charles Palmer,Home Office,United Kingdom,Liverpool,Hub,TQS-XI-85571728,Courses,CompTIA,1198.0,2,Unknown,2023-03-01
2021-03-01,OG-435245,Eleleta Neftalem,Consumer,Kenya,Nairobi,Site,OFF-ST-10004835,Courses,Graphic Design,1750.0,1,Unknown,2023-03-01
2021-03-01,EO-020493,Wadhaa Botros,Home Office,Pakistan,Lahore,Site,KKD-PO-93100399,Courses,ECDL,12500.0,20,Unknown,2023-03-01
2021-03-01,OD-329546,Abdul-Mu'min Sarraf,Corporate,Pakistan,Lahore,Site,FUR-CH-10004495,Courses,Social Media,4400.0,11,L' Fish,2023-03-01
2021-03-01,AC-641351,Abdul-Rafi Shamon,Corporate,Pakistan,Lahore,Site,OFF-AP-10002403,Award,Microsoft Office Award,30000.0,20,Argus Tapes & Records,2023-03-01
2021-03-01,KF-068412,Neftalem Russom,Consumer,Kenya,Nairobi,Site,PXH-RF-55482761,Award,HR Award,1499.0,1,Unknown,2023-03-01
2022-03-01,LJ-960323,Amtullah Daher,Consumer,Pakistan,Lahore,Site,OFF-FA-10000585,Courses,Executive Assistant Diploma,3999.0,1,Unknown,2024-03-01
2022-03-01,CN-963571,Fre-Swera Ermias,Home Office,Kenya,Nairobi,Site,OFF-ST-10003058,Diploma,Social Media Diploma,3799.98,2,Unknown,2024-03-01
2022-03-01,QW-072062,Yonatan Semere,Home Office,Kenya,Nairobi,Site,OFF-PA-10004082,Courses,Graphic Design,52500.0,30,Unknown,2024-03-01
2022-03-01,LB-257165,Hayud Bazzi,Corporate,Pakistan,Lahore,Site,KUU-AT-83849985,Courses,Graphic Design,24500.0,14,Wealthy Ideas,2024-03-01
2022-03-01,HR-187725,Rhys Bryan,Home Office,United Kingdom,Warrington,Site,TEC-AC-10001908,Diploma,Executive PA Diploma,31500.0,7,Unknown,2024-03-01
2022-03-01,WC-572512,Mason Norman,Consumer,United Kingdom,Warrington,Site,EIT-GP-57829130,Courses,Graphic Design,1750.0,1,Unknown,2024-03-01
2022-03-01,IT-637998,Sumayra Amari,Corporate,Pakistan,Lahore,Site,OFF-BI-10002082,Courses,Graphic Design,7000.0,4,Quality Event Planner,2024-03-01
2022-03-01,XZ-180793,Nazih Sarkis,Corporate,Pakistan,Lahore,Site,INP-RG-87436966,Diploma,IT Support Diploma,17600.0,8,Nelson Brothers,2024-03-01
2022-03-01,QF-403726,Seif al Din Kouri,Consumer,Pakistan,Lahore,Site,TEC-MA-10002428,Diploma,Graphic Design Diploma,1800.0,1,Unknown,2024-03-01
2022-03-01,FI-433839,Akilah Essa,Home Office,Pakistan,Lahore,Site,TEC-PH-10003505,Diploma,Executive PA Diploma,72000.0,16,Unknown,2024-03-01
2022-03-01,UK-949885,Karim Said,Consumer,Pakistan,Lahore,Site,TEC-AC-10001767,Diploma,Graphic Design Diploma,1800.0,1,Unknown,2024-03-01
2022-03-01,NA-986129,Ghadah Srour,Consumer,Kuwait,Kuwait City,Site,HBP-OY-93301413,Courses,Graphic Design,1750.0,1,Unknown,2024-03-01
2022-03-01,EI-213288,Zuhayr Botros,Corporate,Pakistan,Lahore,Site,FUR-FU-10003975,Courses,Python,9450.0,27,The Goose and Duck,2024-03-01
2022-03-01,ZL-815456,Katie Chan,Corporate,United Kingdom,Liverpool,Hub,FUR-FU-10001934,Courses,Cloud Architecture,11040.0,23,Dave Cooks,2024-03-01
2022-03-01,HT-397302,Khawlah Ghanem,Consumer,Pakistan,Lahore,Site,OFF-AR-10004691,Courses,Graphic Design,1750.0,1,Unknown,2024-03-01
2022-03-01,IE-068620,Jarir Asfour,Home Office,Pakistan,Lahore,Site,FUR-FU-10000576,Courses,Medical Terminology,4950.0,11,Unknown,2024-03-01
2020-04-01,TU-016503,Nuwwar Masih,Home Office,Pakistan,Lahore,Site,FUR-CH-10004698,Courses,Social Media,7200.0,18,Unknown,2022-04-01
2020-04-01,QL-107272,Aidan Phillips,Home Office,United Kingdom,Warrington,Site,FUR-TA-10001932,Courses,Python,8050.0,23,Unknown,2022-04-01
2020-04-01,LL-004250,Qadriyah Halabi,Consumer,Pakistan,Lahore,Site,FUR-FU-10001085,Courses,Social Media,400.0,1,Unknown,2022-04-01
2020-04-01,KR-877514,Mollie Franklin,Corporate,United Kingdom,Liverpool,Hub,OFF-FA-10002763,Courses,Graphic Design,40250.0,23,Builders Square,2022-04-01
2020-04-01,ST-679804,Isobel Quinn,Home Office,United Kingdom,Warrington,Site,EWI-BO-24002497,Courses,Graphic Design,40250.0,23,Unknown,2022-04-01
2020-04-01,ZM-650628,Lubna Qureshi,Consumer,Pakistan,Lahore,Site,MZG-BC-14307115,Courses,Microsoft Excel,399.0,1,Unknown,2022-04-01
2020-04-01,YO-459265,Dehab Demsas,Home Office,Kenya,Nairobi,Site,OFF-BI-10004236,Courses,Graphic Design,21000.0,12,Unknown,2022-04-01
2020-04-01,FY-990585,Abdul-Ra'uf Handal,Home Office,Pakistan,Lahore,Site,TEC-PH-10001557,Diploma,IT Support Diploma,6600.0,3,Unknown,2022-04-01
2020-04-01,IY-032938,Thamir Ghanem,Corporate,Pakistan,Lahore,Site,JUH-YW-41943900,Courses,Graphic Design,5250.0,3,Price Club,2022-04-01
2020-04-01,CJ-974379,Firyal Antar,Corporate,Pakistan,Lahore,Site,ZAP-OC-36697977,Award,HR Award,4497.0,3,Sistemos,2022-04-01
2021-04-01,CX-064844,Mufeeda Tuma,Consumer,Pakistan,Lahore,Site,TEC-PH-10003885,Diploma,Freelancer Diploma,2500.0,1,Unknown,2023-04-01
2021-04-01,GI-588620,Eisa Baba,Home Office,Pakistan,Lahore,Site,OFF-AR-10003504,Diploma,HR Diploma,41600.0,26,Unknown,2023-04-01
2021-04-01,EI-589287,Aida Neftalem,Corporate,Kenya,Nairobi,Site,NLF-HI-47999965,Courses,Graphic Design,35000.0,20,Kleinhans,2023-04-01
2021-04-01,GN-402929,Eisa Mifsud,Consumer,Pakistan,Lahore,Site,FUR-FU-10003773,Courses,Microsoft Powerpoint,299.0,1,Unknown,2023-04-01
2021-04-01,US-857422,Natsnet Girma,Home Office,Kenya,Nairobi,Site,FLO-WQ-61650087,Courses,Graphic Design,42000.0,24,Unknown,2023-04-01
2021-04-01,TY-541149,'Aqil Bahar,Consumer,Pakistan,Lahore,Site,FUR-CH-10004287,Courses,Python,350.0,1,Unknown,2023-04-01
2021-04-01,XH-720223,Sumaiyah Hanania,Home Office,Pakistan,Lahore,Site,TEC-AC-10000710,Diploma,HR Diploma,48000.0,30,Unknown,2023-04-01
2021-04-01,YF-390528,Nasrin Abboud,Corporate,Pakistan,Lahore,Site,CIF-MA-67400883,Diploma,Executive PA Diploma,63000.0,14,PriceRite Warehouse Club,2023-04-01
2021-04-01,UK-989581,Shannon Lord,Consumer,United Kingdom,Warrington,Site,NGZ-UH-90161744,Award,HR Award,1499.0,1,Unknown,2023-04-01
2021-04-01,EN-940145,Wadid Ghannam,Consumer,Pakistan,Lahore,Site,OFF-ST-10000142,Award,Microsoft Office Award,1500.0,1,Unknown,2023-04-01
2021-04-01,BY-549742,Sahib Naser,Corporate,Kuwait,Kuwait City,Site,FUR-CH-10002647,Courses,Social Media,4800.0,12,"Warehouse Club, Inc.",2023-04-01
2021-04-01,JE-452526,Hutun Wasem,Home Office,Pakistan,Lahore,Site,OFF-PA-10000520,Diploma,HR Diploma,35200.0,22,Unknown,2023-04-01
2021-04-01,EH-751387,Falah Attia,Consumer,Pakistan,Lahore,Site,OFF-AR-10003504,Award,Microsoft Office Award,1500.0,1,Unknown,2023-04-01
2021-04-01,QI-273308,Naomi Webb,Consumer,United Kingdom,Warrington,Site,OFF-AP-10001626,Award,Microsoft Office Award,1500.0,1,Unknown,2023-04-01
2021-04-01,GB-170880,Wahibah Fakhoury,Consumer,Pakistan,Lahore,Site,XAA-YI-73342909,Courses,Graphic Design,1750.0,1,Unknown,2023-04-01
2021-04-01,LE-414569,Banan Shalhoub,Consumer,Pakistan,Lahore,Site,TEC-PH-10004389,Diploma,HR Diploma,1600.0,1,Unknown,2023-04-01
2021-04-01,KS-787601,Saleh Hadad,Corporate,Kuwait,Kuwait City,Site,DBW-DB-61530626,Courses,Graphic Design,42000.0,24,Lawnscape Garden Maintenance,2023-04-01
2020-05-01,LD-281492,Sura Nader,Home Office,Pakistan,Lahore,Site,JTT-LE-45177104,Diploma,IT Support Diploma,22000.0,10,Unknown,2022-05-01
2020-05-01,AG-227855,Furuta Sebhat,Home Office,Kenya,Nairobi,Site,OFF-PA-10001667,Courses,Graphic Design,14000.0,8,Unknown,2022-05-01
